Date,Description
"October 25, 1992","Hobbes looks for Calvin, who hides with the football behind a bush.  They cross the stream.  Calvin hides in the mailbox.  Calvin hides in the sandbox.   Running around a tree, Calvin says every sport should be played cross-country."
"October 25, 1993","As Moe readies a punch to Calvin, he says Moe has to sign a form.  Moe asks what it is, and Calvin tells him it's a statement acknowledging responsibility for his behavior.  Calvin says hitting him entitles him to compensation of medical treatment and damages for pain and suffering.  Calvin lies on the floor beaten up.  He says nobody takes responsibility for his actions anymore."
"October 25, 1995",Calvin tells Hobbes school wouldn't be so bad if you didn't have to go every day...and if you didn't have to learn anything...and if you took away the teachers and other kids.  School would then be great.  Hobbes tells him a lot of things are like that.  Calvin says nobody asks him how things ought to be.  He has tons of ideas.
"October 26, 1986","Calvin and Hobbes are playing a game of flag capture.  Calvin complains to Hobbes that he put the flag too high in the tree.  Hobbes informs Calvin that isn't a rule, so Calvin makes it a rule.  Hobbes tags Calvin and tells him to go to jail.  Calvin's argument that he had a time out falls on deaf ears.  Calvin declares another new rule about automatic time outs when discussing rules.  Hobbes calls time in and tags Calvin.  Calvin tells him he can't do that, and they need to call time in at the same time.  Hobbes accuses Calvin of continually changing the rules so he can win.  Calvin retorts that he's doing it so Hobbes can't cheat.  They call each other cheater and muffin head.  They fight.  As they stand in the laundry room covered in dirt, Calvin says Mom suggests taking up playing Monopoly.  Hobbes, peeking out from the washing machine, says he knows all about the ""interest-free bank loans"" Calvin makes to himself."
"October 26, 1987","In the school cafeteria, Calvin tells Susie processed lunch meat is scary.  He asks what the little specks are, lizard parts?  Who knows?  He peels the ""skin"" off the meat and tells Susie he heard it used to be intestine, but he thinks it nowadays is plastic.  He tells her they dye and wax fruit so it looks better.  It's like eating a candle.  Calvin eats a Twinkie and says if it wasn't for those, he'd probably be dead now.  Susie puts her head down and says her mom wonders why she's so hungry after school."
"October 26, 1988","Calvin asks Hobbes if he has ever sat and watched ants.  Calvin points out one ant and says it's carrying a crumb that's bigger than he is, and he's running.  He tells Hobbes if you put an obstacle in front of him, he'll scramble like crazy until he gets across it.  He says the ant doesn't let anything stop him.  Calvin tells Hobbes he just can't identify with that kind of work ethic."
"October 26, 1989","Dad is sitting on his chair, reading.  Calvin blows up a paper bag and pops it.  Dad jumps.  Calvin tells him to pay attention to him."
"October 26, 1990","Calvin is writing a report.  He writes ""In the Middle Ages, lords and vassals lived in a futile system"".  Hobbes looks at the paper and tells Calvin that's supposed to be ""feudal"" system.  Dejectedly, Calvin says just when he thought this junk was beginning to make sense."
"October 26, 1992","Calvin is on the school playground.  He says he just ate deviled ham, chocolate milk, grapes, and ice cream.  He goes down the slide.  He gets on the swing and says he's on a playground full of nausea-inducing motion devices.  He hangs from some bars and says this is the one time at school he gets some solitude."
"October 26, 1993","Calvin hands a form to Dad to sign and notarize.  Dad reads the form.  It states he's never parented before and is liable for mistakes made on the job.  He will pay for any counseling Calvin may require due to parental ineptitude.  Calvin is sent to bed.  In bed, Calvin doesn't see how you're allowed to have a kid without signing one of those forms."
"October 26, 1995","Calvin raises his hand in class.  He tells the class that tomorrow, he'll bring a big surprise.  It will either shock and amaze them, or it will disgust and terrify.  He tells them not to miss it.  Miss Wormwood tries to return to the lesson.  Calvin tells the class that's called a teaser."
"October 27, 1986","Calvin shows Mom he put his clothing for tomorrow on the staircase.  In the morning, he plans to run out in his underwear, slide down the stairs, and be fully dressed when he reaches the bottom.  He tells Mom that if she puts his cereal on the stairs, he won't have to get up until 30 seconds till the bus comes."
"October 27, 1987","Calvin has just receive Dad's poll results. Calvin says his popularity is up 30 points.  Dad is shocked.  Oh, Calvin was reading the graph upside down.  He hopes Dad is all packed."
"October 27, 1988","Calvin tells Hobbes the earth was a cloud of dust 4.5 billion years ago.  He says 3 billion years ago, bacteria appeared.  Then came sea life, dinosaurs, mammals, and a million years ago, man.  Then he says that in 1988, there's Calvin. He calls it ""The Acme of Evolution""."
"October 27, 1989","Calvin tells Hobbes he has to write a report for school.  It's on bats.  Calvin can't think of anything more stupid.  He says he doesn't know anything about bats.  How's he supposed to write a report on something he knows nothing about?  Hobbes says he supposes research is out of the question.  Calvin says he's going to learn about bats, then write a report?  Give him a break!"
"October 27, 1990","Walking in the woods, Calvin tells Hobbes he can't believe how smart he is.  Calvin says he has more brains than he knows what to do with.  Hobbes says he's noticed, and walks along whistling.  Calvin catches on and starts chasing Hobbes."
"October 27, 1992","Calvin has a paper fortune teller.  He tells Susie to pick a number.  He moves the paper device.  Then she picks a letter.  Calvin opens the flap to reveal Susie is a mouth-breathing bag of boogers.  Calvin laughs.  Calvin, lying on the ground beaten up, says life doesn't get much better than this."
"October 27, 1993","Calvin hands Miss Wormwood a contract.  It's an agreement to compensate Calvin for loss of job income because of his poor education.  Miss Wormwood says if he gets a poor education, it's due to a lack of effort on his part, not hers.  Calvin says somebody ought to pay him if he doesn't learn anything."
"October 27, 1995","Calvin thinks everything will be effortless in the future.  Computers will handle every task.  They'll never leave the climate-controlled comfort of their homes.  He says there will be no nuisance, no wasted time, no annoying human interaction.  Hobbes suggests that would be no life.  Calvin says life is too inconvenient."
"October 28, 1986","Calvin comes out with foam coming from his mouth.  He tells Mom he has rabies.  She tells him to spit out his toothpaste and to stop being silly.  As Calvin walks off, he wonders if Dad will fall for it if Calvin bites him first."
"October 28, 1987",Calvin sees Hobbes sleeping on the floor.  He brings over some cookies and waves them under Hobbes' nose. Hobbes starts mumbling in his sleep about having a truck full of cookies backed up for him.  Calvin says he likes to mess with Hobbes' dreams.
"October 28, 1988","Calvin and Hobbes rake up a pile of leaves.  They run off, and come back with a carrot and a hat.  They put them on the leaf pile, trying to make it look like a snow man.  Hobbes says it's not quite the same.  Calvin says it probably won't snow for at least another month."
"October 28, 1989","Calvin calls Susie.  He asks her what her topic for the report is.  It's elephants.  Calvin asks if she's going to the library to do research on elephants.  Susie is.  Calvin asks while she's there if she wouldn't mind researching bats, too, and make copies of all the information she finds, underline the important parts, and outline it so he doesn't have to read it.  Calvin comes back to his bedroom.  Hobbes asks how it went.  Calvin, with a frown, says he really loathes girls."
"October 28, 1990","Hobbes passes the football to Calvin.  Calvin runs after it, and Hobbes runs past him.  Calvin makes the catch, only to turn and have Hobbes tackle him.  Hobbes picks up the fumble.  He asks whose team he was on when he recovered the ball.  Calvin tells him it doesn't matter.  The game's called on account of sudden death."
"October 28, 1992","On the school swing, Calvin hears the bell ring.  He keeps swinging.  Susie walks by telling him it's time to go in.  Calvin says it takes more than one recess to wear himself into a state of submission."
"October 28, 1993",Calvin asks Susie to sign a document.  It annuls their knowledge of each other's existence and prohibits future social interaction.  It states Calvin will never ask her out on a date and imposes penalties for attempts to engage in conversation.  Calvin gets the form back and says it's almost insulting how fast she signed it.
"October 28, 1995","Hobbes asks if Calvin is going to juggle eggs.  Calvin says it's a metaphor for life.  Each egg represents one of life's concerns.  The goal is to give the right amount of attention while watching and guiding the others.  Life is about balance and staying alert as things threaten to spin out of control.  There are broken eggs all over the living room.  Hobbes says sometimes, they make a big mess of things.  Calvin says the important thing is persistence."
"October 29, 1986",Calvin asks Hobbes what he's going to dress up as for Halloween.  Hobbes isn't sure yet.  Calvin tells him the idea is to go as the scariest thing you can think of.  Hobbes makes a fearsome face and says he might just go as himself.  Calvin plans to go as a barrel of toxic waste.
"October 29, 1987","Calvin launches a huge belch at the dinner table.  Mom asks what he says after that.  Calvin replies ""Must be a barge coming through"".  Mom asks again what he says.  Calvin replies ""That sure tasted better going down than coming up"". Mom warns him about three strikes and being out.  Calvin quietly says ""Excuse me""."
"October 29, 1988","Calvin and Hobbes are sleeping.  Hobbes suddenly starts growling and roaring in his sleep.  Calvin tries to wake Hobbes up, to no avail.  He has a worried look on his face.  He decides to sleep on the floor.  As he lies there, he says Mom wonders why he never looks rested in the morning."
"October 29, 1989","Calvin asks Dad why old photographs are black and white.  He asks if they didn't have color film back then. Dad tells him they did, but the world was black and white then.  He says the world didn't turn color until the 1930's.  Calvin says that's weird.  Dad says truth is stranger than fiction.  Calvin then asks why old paintings are in color.  If the world was black and white, wouldn't artists have painted it that way?  Dad says a lot of great artists were insane.  Calvin asks how they could have painted in color.  Their paints would have been shades of gray.  Dad says the paints turned colors like everything else did in the '30s.  Calvin then asks why old black and white photos didn't turn color.  Dad says because they were color pictures of black and white.  Later, Calvin tells Hobbes the world is a complicated place.  Hobbes says whenever it seems that way, he takes a nap in a tree and waits for dinner."
"October 29, 1990","Moe tells Calvin to give him the ball, or he'll punch Calvin's face in.  When Calvin does, Moe tells him that was a smart move, sissy boy.  Calvin walks off and says we don't devote nearly enough scientific research to find a cure for jerks."
"October 29, 1992","Calvin asks if Susie wants to trade Captain Napalm bubble gum cards.  He says after chewing almost $20 worth of gum, He has all the cards except two.  He offers to trade Susie for those two.  Susie tells Calvin she doesn't collect Captain Napalm cards.  Calvin walks away saying it must be depressing to go through life with no purpose."
"October 29, 1993","Calvin has a contract for Hobbes.  It codifies terms of their friendship.  Hobbes can renegotiate in 20 years.  Hobbes says people are friends because they want to be, not because they have to be.  Calvin says that's what his contract fixes.  Hobbes hands the form back and says if your friends are contractual, you don't have any."
"October 29, 1995","Asleep in bed, Hobbes yawns and rolls over, taking Calvin's blanket.  Calvin tries to pull it back to no avail.  He then rolls Hobbes back over, only to find he is at the edge of the bed.  He pushes Hobbes back over again, and there goes the blanket with Hobbes.  Calvin goes to Mom and Dad's bedroom.  He crawls into bed next to Mom and rolls over.  There goes the blanket, leaving Dad without any cover."
"October 3, 1986","Calvin and Hobbes are playing football.  Calvin jumps on Hobbes to tackle him.  He continues to try to bring Hobbes down, without success, while Hobbes walks down the field and scores a touchdown.  Calvin wants to play something else."
"October 3, 1987",Hobbes asks Calvin where he's going with the toy telephone.  Calvin tells him he's going out into the woods. Hobbes asks what he's going to do.  Calvin replies that he's going to try some bird calls.  Hobbes wraps the phone around Calvin.
"October 3, 1988","Calvin brings in the space alien he caught in his back yard to show and tell.  He tells the class that for two days, he's kept it in a special zarnium-coated bag, feeding it pure ammonia.  He opens the bag, and he has a hand puppet on. He makes a growling sound.  Later, Hobbes asks how it went.  Calvin tells him the teacher said both Mom and Dad have to sign his report cards this year."
"October 3, 1989","The phone rings inside the house.  Rosalyn hopes it's Calvin's parents.  She yells in that she hopes they ask to speak with her.  Calvin says it's her boyfriend, Charlie.  He offers to say she's indisposed.  She wants to talk with Charlie.  Calvin asks Chas if he isn't settling for too little in the girlfriend department."
"October 3, 1990","Calvin, eminent television personality, is doing a commercial for ""Chocolate Frosted Sugar Bombs"".  They're crunchy on the outside, chewy on the inside.  There isn't a single natural ingredient or essential vitamin to get in the way of the rich, fudgy taste.  Calvin says it's the cereal he gets paid to recommend because he's famous.  Calvin asks Hobbes what he thinks.  He asks if Hobbes is filled with the desire to emulate him and eat the cereal he endorses.  Calvin says if not, he can repeat this every 20 minutes.  Hobbes tells him not to threaten him."
"October 3, 1992",Calvin is sitting on a swing.  He yells that he wants a push.  He looks around and says everybody he knows fails the acid test of friendship.
"October 3, 1993","Calvin and Hobbes wake up.  It's raining outside.  They eat breakfast, then go out to wait for the school bus.  Hobbes is with Calvin, holding an umbrella.  Calvin gets on the bus, waving goodbye to Hobbes.  Mom looks out the window and sees Hobbes on the sidewalk.  She goes outside to get Hobbes.  Calvin sits in school, watching the clock.  Hobbes looks out the window, waiting for Calvin."
"October 3, 1995",Hobbes asks when Calvin's leaf collection is due.  Calvin tells him two weeks.  Hobbes says that's only three or four leaves a day.  Calvin says he's not working weekends.  Hobbes says then it's five leaves a day.  Calvin says his weekdays are booked until next Thursday at 6 PM.  Hobbes says he'll need fifty leaves an hour.  Calvin says it's impossible.
"October 30, 1986","Calvin gets ready to carve the jack-o'-lantern.  Calvin draws the eyes and explains to Hobbes that it will look like a face when they're done.  First, though, they need to open up the top and scoop out the glop inside.  Calvin grabs a knife and says ""OK, Jack, time for your lobotomy"".  He asks Hobbes for a big spoon.  Hobbes covers his mouth and is sickened by Calvin not even using an anesthetic."
"October 30, 1987","Stupendous Man hears a cry of distress.  He leaps to the edge of the building he's on and prepares to swoop down to the rescue.  Stupendous Man didn't realize how high the building was, or that the winds at that altitude were tricky. Calvin sits at the top of the slide.  Susie is behind him asking if he's going or needs a push.  Calvin yells for her not to push him."
"October 30, 1988","Calvin gives Hobbes a quarter to take a bath for him.  Hobbes sits in the tub, while Calvin talks about washing his arms, dropping the soap, and washing his face.  Hobbes offers to take his Wednesday bath for him, too.  Calvin hands Hobbes a towel.  Hobbes figures a few weeks of this, and he'll be rich.  Hobbes dries himself with the blow dryer.  They lie in bed when Mom comes to give Calvin a good night kiss.  Calvin whispers for Hobbes to keep a straight face.  BLEECH! Calvin is filthy.  Calvin hands her the wet towel and asks if she didn't hear him take his bath.  Back into the tub he goes.  He wants his quarter back, but Hobbes says it's as good as spent."
"October 30, 1989","Calvin asks Hobbes to help him with his bat report.  Hobbes suggests starting with what they know.  Hobbes asks what bats are.  Calvin asks if they're bugs.  He has Hobbes write that down.  Hobbes asks if he's sure they're bugs.  Calvin says they fly, they're ugly and hairy.  He tries hurrying Hobbes, saying this is taking all day."
"October 30, 1990","Calvin looks into his lunch sack and tells it to open wide.  He tells it this might cause some discomfort, as he prepares to reach inside.  Calvin struggles with the bag, telling it to stop thrashing, he almost has it.  He pulls out an apple.  He says it's a good thing the bag had this removed.  Calvin notes the bad spots.  Susie has her head down next to her lunch thinking lunch shouldn't have to be like this."
"October 30, 1992",Calvin runs with the football.  Hobbes tackles him.  Calvin gets up and says it's a fumble.  He asks if Hobbes is going to get it.  Hobbes tells him he can have it.  Calvin says it's not much fun playing with someone who would rather tackle than win.
"October 30, 1993","Calvin asks Dad why his eyes close when he sneezes.  Dad says if his eyelids weren't closed, the explosion would blow his eyeballs out.  His eyes would flop around and he'd have to point them with his hands to see anything.  Calvin asks why Dad knows so much.  Dad says it's all in the book you get when you become a father."
"October 30, 1995","Miss Wormwood sits at her desk.  She hears ""Boy genius to fanged terror"".  Calvin is talking into a walkie-talkie in pig Latin.  He's asking for the answer to six minus four.  Miss Wormwood says she'll take the walkie-talkie, and Calvin can take the test."
"October 31, 1986",Calvin tells Hobbes he thinks Dad likes Halloween as much as they do.  Hobbes asks if Dad is taking them trick-or-treating.  Calvin replies that Mom is.  Hobbes asks if Dad is staying home to give out candy.  Calvin tells him Dad is going to sit in the bushes with the garden hose to drench potential T.P.ers.
"October 31, 1987","Calvin bulges an eye and hunches his shoulder.  He's changing into a hairy beast, making snarling noises.  He gets larger, with fangs and huge paws.  Mom tells Calvin to lurch his way to the car, he needs a haircut."
"October 31, 1988",Calvin finds a buckeye on the ground.  He tells Hobbes how pretty and perfect it is.  He says he's going to keep it.  Hobbes asks what he'll do with it.  Calvin tells him he'll try to dent Susie's skull from 50 feet.
"October 31, 1989","Calvin thinks they have enough information.  Hobbes tells him they only have the one fact Calvin made up.  Calvin says that's plenty.  By the time they add an introduction, a few illustrations, and a conclusion, it will look like a graduate thesis.  Besides, he has a secret weapon that guarantees a good grade.  No teacher can resist it.  It's a clear plastic binder.  Pretty professional looking, eh?  Hobbes says he doesn't want coauthor credit on the report."
"October 31, 1990","Calvin shows Hobbes a picture and asks if he wouldn't say this was a great drawing.  He says his teacher didn't like it.  She said it wasn't ""serious"".  Calvin wonders who made Miss Wormwood the arbiter of aesthetics.  He claims the picture is a beautiful work of power and depth.  Hobbes asks if it's a stegosaurus in a rocket ship.  Calvin says see, Hobbes understands it."
"October 31, 1992","Calvin kicks the football, which goes behind him.  He passes the football, which falls inches away from him.  He leaves the football and goes inside the house to watch it on television."
"October 31, 1993","Calvin, the tyrannosaur, roars triumphantly.  Calvin's struggle has given him a monstrous appetite.  He rips gigantic chunks of the carcass and swallows them whole.  It's a disgusting spectacle of savage gluttony.  Mom tells Calvin to stop eating his Halloween candy.  Calvin is in a dinosaur costume.  She tells him he'll get sick if he eats all of it.  Calvin says he earned it."
"October 31, 1995","Calvin is trick-or-treating.  He's asked where his costume is and what he's supposed to be.  Calvin replies he's another resource-consuming kid in an overpopulated planet, raised by Madison Avenue and Hollywood, poised to take his place to take over the world.  As he walks away, he asks if he's scary or what."
"October 4, 1986",Calvin asks if there are any monsters under his bed.  Three replies of no come from beneath the bed.  Calvin then asks how big they would be if there were any monsters.  He gets a reply saying very small and to go to sleep.  Calvin yells for Mom.
"October 4, 1987","Calvin runs and jumps onto a leaf pile.  The leaf pile grabs Calvin and tries to eat him.  Calvin reaches out of the pile and grabs the rake.  Calvin attacks the arboreal menace and beats on the leaf pile.  He tells the sinister fiend it won't be tricking other innocent kids.  He spreads the leaves all over the yard.  Inside the house, Mom asks Dad if he wasn't going to rake the yard.  Dad replies that he did.  It took all afternoon.  Then, he turns with his eyes bulging and asks where Calvin is."
"October 4, 1988","Calvin scootches across the floor inside a box turned upside down.  He moves over to Mom, sitting with a cup of coffee.  In a robotic voice, he says he's a robot probe sent from Jupiter.  He says his sensors detect trace amounts of chocolate in the pantry.  He requests some to be loaded into his scoop for analysis.  Mom refuses, saying it will ruin his appetite.  Calvin says his mission must not fail.  He tells the pitiful earth female to prepare for annihilation.  He holds a rubber dart gun out.  Mom tells him to go back to Jupiter."
"October 4, 1989","At the restaurant, Mom and Dad are holding hands with wine glasses on the table.  Mom says it's nice for them to get out of the house alone together for a change.  Dad says it's so nice and quiet, they should do it more often.  At home, Rosalyn yells in that she's going to break a window to get in.  Calvin, on the phone, tells Chuck that his girlfriend is a psycho.  He hopes Charlie isn't making any long-range plans around her."
"October 4, 1990","Calvin goes up to Mom telling her he has his own TV show.  He sings his jingle about amazing Calvin, the one you'd like to meet, the one who can't be beat.  Calvin thanks the audience.  Mom wants to change the channel.  Calvin tells her he's on all the networks."
"October 4, 1992","Calvin doesn't like real experience.  It's too hard to figure out.  He prefers to have life filtered through television.  Then you know events have been packaged for your convenience.  If you don't like what's happening, ""click"", you change the channel.  That's how life should be.  Hobbes says ""click"" and trips Calvin.  As Calvin falls, Hobbes holds his paws up like a television screen and says it's a farce.  Calvin chases Hobbes."
"October 4, 1993","Susie tells Calvin she loves her school books.  She likes to read ahead to see what comes next.  She says having a book is like having a good friend with you.  Calvin says if you flip the pages of his book, an animated T-rex drives the Batmobile and explodes.  Susie says sometimes books are the only friends worth having."
"October 4, 1995","Hobbes sees a leaf for Calvin's collection.  He doesn't want it.  It's a beautiful afternoon, and he won't waste it doing busywork for school.  Hobbes tells him it would be one less leaf to collect later.  Calvin replies it's one leaf more than he needs right now.  As Hobbes tosses the leaf, he says somehow, it's always right now until it's too late."
"October 5, 1986","Susie wants to squeeze Calvin's stuffed tiger.  Calvin warns her that Hobbes is a ferocious man-eating jungle beast.  Susie thinks he looks cuddly.  Calvin continues to explain about Hobbes' terrible mandibles of bone-crushing death. Calvin warns of mighty paws with razor-sharp claws.  He concludes that Hobbes is a monster.  Susie thinks Hobbes is cute and gives him a big hug.  Calvin asks Hobbes what happened to the mandibles of death.  He calls him a sissy furball.  Hobbes, with a big smile on his face, says he was beguiled by her feminine charms.  He also tells Calvin to go soak his head."
"October 5, 1987","Mom tells Calvin that she and Dad are going to a movie.  Calvin asks if he can come.  Mom says no.  Calvin asks why not, does he have the plague?  Mom says other people like to watch movies without hearing advice being shouted to the characters on the screen.  Calvin asks who does that?  Is she saying he does that?"
"October 5, 1988",Calvin tells Hobbes their lives are pretty nice.  He says a lot of kids don't have as good a home life as they do. They really can't complain.  They keep walking over rocks and fallen trees.  Calvin adds that isn't to say they should go home yet.  Hobbes asks when he thinks they'll see the car windshield.
"October 5, 1989",Calvin and Hobbes are sitting on the floor watching TV.  Calvin says this is fun.  All the TV shows they aren't allowed to watch and a bag of cookies each.  They hear a slam.  Calvin wonders what it is.  It's Rosalyn!  Calvin is horrified and wonders how she got in.  Mom and Dad come up behind Rosalyn.  Calvin gulps and decides it's past his bedtime.
"October 5, 1990","Hobbes asks where Calvin's TV screen is.  Calvin tells him his fall lineup got cancelled.  Dad said one TV in the house was enough, and he preferred the one with the volume control.  Hobbes suggests that Calvin go cable.  Calvin has an idea for a sitcom called ""Father Knows Zilch""."
"October 5, 1992","Calvin writes a poem about Mom saying she loved him just the way he is.  He writes what he wonders would happen if he were a clam.  If he was gray and slimy, an oversized hors d'oeuvre, would Mom still have the nerve?  Calvin says good poetry gives him goosebumps."
"October 5, 1993",Calvin tells Hobbes he doesn't need to study or learn.  He says he can get by on his good looks and charm.  Hobbes rolls his eyes.  Calvin says he doesn't hear Hobbes concurring.  Hobbes asks Calvin if static electricity makes his hair do what it does.
"October 5, 1995","Susie asks if Calvin has started his leaf collection.  Calvin says he's been visualizing the conception process.  Susie is almost done.  She says it's almost like a treasure hunt.  Calvin yells to her that it's a stupid, boring, forced assignment.  It isn't fun.  Susie says that when life gives you a lemon, make lemonade.  Calvin says when life gives you a lemon, wing it right back and add some lemons of your own."
"October 6, 1986","Calvin, the human insect, advances the paper in the typewriter.  For proper medical treatment, he needs to type a legible message to his family.  He jumps from key to key.  Mom wonders who typed ""Help, I'm a bug"" on her note to Grandma."
"October 6, 1987","Calvin tells Hobbes that since Mom and Dad are going to the movie, they're on their own.  Hobbes asks if they can watch TV.  Calvin figures what Mom and Dad don't know won't hurt them.  Calvin suggests that after Mom and Dad leave, they get in the other car and learn to drive.  Hobbes wants to beep the horn.  Hobbes looks out the window and sees a teenager coming up the drive.  It's Rosalyn!  Calvin is horrified.  He can't understand why Mom and Dad wouldn't trust him. He decides to hide."
"October 6, 1988","Calvin asks Susie to guess what he brought for lunch.  Susie wants no part of it.  She tells him to sit somewhere else.  He always says lunch is something revolting.  Calvin is indignant.  He asks what's so disgusting about peanut butter.  He shows her the sandwich.  Susie says she's glad that one day out of the year, he can be civil.  Calvin tells her it's his dessert that's disgusting, a thermos full of phlegm."
"October 6, 1989","Mom drags Calvin while he protests that is was a misunderstanding, an innocent mistake.  Mom explains that locking Rosalyn out of the house wasn't just mean, it was dangerous.  She explains that if he had gotten hurt or there was a fire, Rosalyn wouldn't have been able to help him.  She tells Calvin to go apologize.  Calvin does.  Dad adds that he and Mom are sorry too and assures her Calvin will behave himself next time.  Rosalyn says an extra five would help there be a next time."
"October 6, 1990","Calvin has completed a connect-the-dots picture, but it doesn't look like anything.  Hobbes says you're supposed to connect them in the order they're numbered.  Calvin replies that everything has to have rules, rules, rules."
"October 6, 1992","Dad asks what story Calvin wants him to read except....Calvin wants ""Hamster Huey and the Gooey Kablooie"".  Dad says he's read that a million times.  Calvin wants ""Hamster Huey"".  Dad says Calvin knows how the story goes.  It's the same story every day.  Calvin wants ""Hamster Huey"".  Later in bed, with eyes wide open, Calvin says the story was different that time.  Hobbes wonders if the townsfolk will ever find Hamster Huey's head."
"October 6, 1993","Susie gets a smiley face sticker on her quiz.  Calvin is not impressed.  Susie asks what Calvin got, but Calvin won't tell.  Susie accuses Calvin of receiving a frowny face.  Calvin denies it.  Later, Calvin sits and thinks that he didn't even know they made barfing face stickers."
"October 6, 1995","Calvin asks how Susie could almost be done if the collections aren't due for a week.  Susie makes it a game.  She sees how many leaves she can find each day.  Then it's not an assignment, it's fun.  Calvin asks if she knows that's one of the ten warning signs of hopeless dweebism.  Angrily, Susie walks off.  She says she bets another sign is moving to the next grade each year."
"October 7, 1986","Calvin is in the bathtub.  He goes back and forth, back and forth.  He creates a tidal wave.  When Mom comes in to see the flood covered with water, Calvin offers the idea that the seal around the tub leaks."
"October 7, 1987","Mom leaves and tells Rosalyn that Calvin is upstairs.  Dad hopes he's not too much trouble tonight.  Rosalyn tells them not to worry.  She brought a cattle prod this time.  Calvin starts climbing out the window.  Hobbes tells him Mom and Dad laughed, so it might have been a joke.  Calvin isn't taking chances.  He thinks Mom and Dad may think scorching little kids is fun.  He keeps going down."
"October 7, 1988","Mom asks Calvin to get her purse.  She needs her calculator.  Calvin goes to get the purse.  He hands it to her, and Mom thanks him.  He stands there and clears his throat with his hand out.  Mom says she isn't going to tip him.  Calvin walks off saying he won't fetch anything again."
"October 7, 1989","In bed, Calvin tells Hobbes he got in trouble.  Stealing Mom's shoes, making Mom and Dad late, locking Rosalyn out of the house.  Calvin says that's a lot to live down for just one evening.  He feels pretty bad.  Hobbes adds that having eaten a whole package of Oreos doesn't help."
"October 7, 1990","Spaceman Spiff explores a new planet.  The only sign of life is a strange lichen growing on the rocks.  Spiff bends down for a better look.  It's not lichen.  It's tiny trees on tiny farmland.  Looking ahead, Spiff sees a city, with skyscrapers an inch high.  The planet is inhabited.  Our hero reflects that human scale is by no means the standard for life forms.  To drive the point home, a blimp-sized monster appears over the hillside.  Calvin has been playing with ants.  Moe is making fun of Calvin by yelling to one of his friends.  Calvin, slowly reaching for a rock, says Spaceman Spiff reaches for his stun blaster."
"October 7, 1992","Calvin tells Mom he wishes he had a baby brother.  She asks if Calvin wants a new friend to play with.  Calvin says he wants somebody small he can beat up.  Dad is on the phone, with his boss standing in front of him.  Dad whispers into the phone.  He wonders if they can talk about that operation some other time."
"October 7, 1993",Calvin tells Miss Wormwood he isn't going to learn the material until she makes it enthralling.  Miss Wormwood asks what he'll do if the rest of his life doesn't entertain him.  Calvin asks if Miss Wormwood thinks he'll live someplace that doesn't get cable.
"October 7, 1995","Riding down the hill in the wagon, Calvin tells Hobbes that the teacher reminded the class there is only a week left for their leaf collections.  They should be half done now.  Hobbes reminds Calvin he hasn't started.  Calvin says he works better under pressure.  Hobbes clarifies that he only works under pressure.  Calvin says the work time is more miserable, but there's less of it."
"October 8, 1986","Calvin asks what music Hobbes is listening to.  Hobbes replies ""The 1812 Overture"".  Calvin says the percussion section is interesting.  Hobbes tells him those are cannons.  Calvin mentions that they perform in crowded concert halls.  He thought classical music was boring."
"October 8, 1987","Rosalyn knocks on the bedroom door.  She tells Calvin they can make some popcorn.  She looks in and sees the sheets tied together going out the window.  She looks out the window and sees Calvin.  She yells for him to come back inside.  Calvin yells back that if she wants him, she'll have to catch him.  Calvin says she's wearing cleats and takes off running with Hobbes."
"October 8, 1988","Calvin tells Dad Election Day is coming.  People want to know where he stands on the issues.  Dad asks which issues.  Calvin informs him later bedtimes, expanded TV privileges, shorter school weeks, and less discipline.  Dad says he's against them all.  Calvin asks if Dad's IRA is well-funded."
"October 8, 1989","Calvin tells Hobbes he wishes he had more friends, but people are such jerks.  Calvin says if you can get most people to ignore you and leave you alone, you're doing good.  If you can find one person you really like, you're lucky.  He adds that if that person can stand you, you're really lucky.  Hobbes asks what  if you find someone you can talk to while you eat apples on a bright fall morning.  They stop to eat their lunch.  They sit up against a tree and eat their apples.  Calvin supposes there's no point in being greedy."
"October 8, 1990",Calvin and Hobbes are playing football.  Hobbes snaps the ball and runs toward Calvin.  Calvin takes off running.  Hobbes scores.  Calvin says he'll never have a career in sports until he learns to suppress his survival instinct.
"October 8, 1992",Calvin asks if Dad is busy.  He wonders if they can do a father-son kind of project.  Dad is happy to.  That's more important than what he's doing.  He asks Calvin what he'd like to do.  Calvin asks if he's old enough to buy firearms and explosives.
"October 8, 1993","Dad gets out of his car after work.  He looks up to see Calvin holding a sign that reads ""Love the Sinner.  Hate the Sin"".  Dad can only think ""Uh oh""."
"October 8, 1995","Mom tosses Calvin out the door to catch the school bus.  Miss Wormwood is frustrated with his paper.  Moe steals the ball from him.  Calvin can't figure out the math problem in front of the class.  Calvin drags mud in on his shoes, and Mom yells at him.  Finally, Calvin goes outside to play.  He tells Hobbes the world isn't so bad if you can just get out in it."
"October 9, 1986","Calvin explains to Dad what a day he's had.  He went to school, played outside, did homework.  He asks Dad the time.  After Dad tells him, Calvin heads off declaring ""It's Miller time""."
