date,book,page
1986-09-13,Something Under the Bed is Drooling,18
1986-09-13,The Essential Calvin and Hobbes,146
1986-09-14,Something Under the Bed is Drooling,17
1986-09-14,The Essential Calvin and Hobbes,147
1986-09-15,Something Under the Bed is Drooling,18
1986-09-15,The Essential Calvin and Hobbes,148
1986-09-16,Something Under the Bed is Drooling,19
1986-09-16,The Essential Calvin and Hobbes,148
1986-09-17,Something Under the Bed is Drooling,19
1986-09-17,The Essential Calvin and Hobbes,148
1986-09-18,Something Under the Bed is Drooling,19
1986-09-18,The Essential Calvin and Hobbes,149
1986-09-19,Something Under the Bed is Drooling,20
1986-09-19,The Essential Calvin and Hobbes,149
1986-09-20,Something Under the Bed is Drooling,20
1986-09-20,The Essential Calvin and Hobbes,149
1986-09-21,Something Under the Bed is Drooling,5
1986-09-21,The Essential Calvin and Hobbes,150
1986-09-22,Something Under the Bed is Drooling,22
1986-09-22,The Essential Calvin and Hobbes,151
1986-09-23,Something Under the Bed is Drooling,22
1986-09-23,The Essential Calvin and Hobbes,151
1986-09-24,Something Under the Bed is Drooling,22
1986-09-24,The Essential Calvin and Hobbes,151
1986-09-25,Something Under the Bed is Drooling,23
1986-09-25,The Essential Calvin and Hobbes,152
1986-09-26,Something Under the Bed is Drooling,23
1986-09-26,The Essential Calvin and Hobbes,152
1986-09-27,Something Under the Bed is Drooling,23
1986-09-27,The Essential Calvin and Hobbes,152
1986-09-28,Something Under the Bed is Drooling,21
1986-09-28,The Essential Calvin and Hobbes,153
1986-09-29,Something Under the Bed is Drooling,24
1986-09-29,The Essential Calvin and Hobbes,154
1986-09-30,Something Under the Bed is Drooling,24
1986-09-30,The Essential Calvin and Hobbes,154
1986-10-01,Something Under the Bed is Drooling,24
1986-10-01,The Essential Calvin and Hobbes,154
1986-10-02,Something Under the Bed is Drooling,26
1986-10-02,The Essential Calvin and Hobbes,155
1986-10-03,Something Under the Bed is Drooling,26
1986-10-03,The Essential Calvin and Hobbes,155
1986-10-04,Something Under the Bed is Drooling,26
1986-10-04,The Essential Calvin and Hobbes,155
1986-10-05,Something Under the Bed is Drooling,25
1986-10-05,The Essential Calvin and Hobbes,156
1986-10-06,Something Under the Bed is Drooling,27
1986-10-06,The Essential Calvin and Hobbes,157
1986-10-07,Something Under the Bed is Drooling,27
1986-10-07,The Essential Calvin and Hobbes,157
1986-10-08,Something Under the Bed is Drooling,27
1986-10-08,The Essential Calvin and Hobbes,157
1986-10-09,Something Under the Bed is Drooling,28
1986-10-09,The Essential Calvin and Hobbes,158
1986-10-10,Something Under the Bed is Drooling,28
1986-10-10,The Essential Calvin and Hobbes,158
1986-10-11,Something Under the Bed is Drooling,28
1986-10-11,The Essential Calvin and Hobbes,158
1986-10-12,Something Under the Bed is Drooling,29
1986-10-12,The Essential Calvin and Hobbes,159
1986-10-13,Something Under the Bed is Drooling,30
1986-10-13,The Essential Calvin and Hobbes,160
1986-10-14,Something Under the Bed is Drooling,30
1986-10-14,The Essential Calvin and Hobbes,160
1986-10-15,Something Under the Bed is Drooling,30
1986-10-15,The Essential Calvin and Hobbes,160
1986-10-16,Something Under the Bed is Drooling,31
1986-10-16,The Essential Calvin and Hobbes,161
1986-10-17,Something Under the Bed is Drooling,31
1986-10-17,The Essential Calvin and Hobbes,161
1986-10-18,Something Under the Bed is Drooling,31
1986-10-18,The Essential Calvin and Hobbes,161
1986-10-19,Something Under the Bed is Drooling,32
1986-10-19,The Essential Calvin and Hobbes,162
1986-10-20,Something Under the Bed is Drooling,33
1986-10-20,The Essential Calvin and Hobbes,163
1986-10-21,Something Under the Bed is Drooling,33
1986-10-21,The Essential Calvin and Hobbes,163
1986-10-22,Something Under the Bed is Drooling,33
1986-10-22,The Essential Calvin and Hobbes,163
1986-10-23,Something Under the Bed is Drooling,34
1986-10-23,The Essential Calvin and Hobbes,164
1986-10-24,Something Under the Bed is Drooling,34
1986-10-24,The Essential Calvin and Hobbes,164
1986-10-25,Something Under the Bed is Drooling,34
1986-10-25,The Essential Calvin and Hobbes,164
1986-10-26,Something Under the Bed is Drooling,35
1986-10-26,The Essential Calvin and Hobbes,165
1986-10-27,Something Under the Bed is Drooling,36
1986-10-27,The Essential Calvin and Hobbes,166
1986-10-28,Something Under the Bed is Drooling,36
1986-10-28,The Essential Calvin and Hobbes,166
1986-10-29,Something Under the Bed is Drooling,38
1986-10-29,The Essential Calvin and Hobbes,166
1986-10-30,Something Under the Bed is Drooling,38
1986-10-30,The Essential Calvin and Hobbes,167
1986-10-31,Something Under the Bed is Drooling,38
1986-10-31,The Essential Calvin and Hobbes,167
1986-11-01,Something Under the Bed is Drooling,39
1986-11-01,The Essential Calvin and Hobbes,167
1986-11-02,Something Under the Bed is Drooling,37
1986-11-02,The Essential Calvin and Hobbes,168
1986-11-03,Something Under the Bed is Drooling,39
1986-11-03,The Essential Calvin and Hobbes,169
1986-11-04,Something Under the Bed is Drooling,39
1986-11-04,The Essential Calvin and Hobbes,169
1986-11-05,Something Under the Bed is Drooling,40
1986-11-05,The Essential Calvin and Hobbes,169
1986-11-06,Something Under the Bed is Drooling,40
1986-11-06,The Essential Calvin and Hobbes,170
1986-11-07,Something Under the Bed is Drooling,40
1986-11-07,The Essential Calvin and Hobbes,170
1986-11-08,Something Under the Bed is Drooling,41
1986-11-08,The Essential Calvin and Hobbes,170
1986-11-09,Something Under the Bed is Drooling,45
1986-11-09,The Essential Calvin and Hobbes,171
1986-11-10,Something Under the Bed is Drooling,41
1986-11-10,The Essential Calvin and Hobbes,172
1986-11-11,Something Under the Bed is Drooling,41
1986-11-11,The Essential Calvin and Hobbes,172
1986-11-12,Something Under the Bed is Drooling,42
1986-11-12,The Essential Calvin and Hobbes,172
1986-11-13,Something Under the Bed is Drooling,42
1986-11-13,The Essential Calvin and Hobbes,173
1986-11-14,Something Under the Bed is Drooling,42
1986-11-14,The Essential Calvin and Hobbes,173
1986-11-15,Something Under the Bed is Drooling,43
1986-11-15,The Essential Calvin and Hobbes,173
1986-11-16,Something Under the Bed is Drooling,47
1986-11-16,The Essential Calvin and Hobbes,176
1986-11-17,Something Under the Bed is Drooling,43
1986-11-17,The Essential Calvin and Hobbes,174
1986-11-18,Something Under the Bed is Drooling,43
1986-11-18,The Essential Calvin and Hobbes,174
1986-11-19,Something Under the Bed is Drooling,44
1986-11-19,The Essential Calvin and Hobbes,174
1986-11-20,Something Under the Bed is Drooling,44
1986-11-20,The Essential Calvin and Hobbes,175
1986-11-21,Something Under the Bed is Drooling,44
1986-11-21,The Essential Calvin and Hobbes,175
1986-11-22,Something Under the Bed is Drooling,46
1986-11-22,The Essential Calvin and Hobbes,175
1986-11-23,Something Under the Bed is Drooling,49
1986-11-23,The Essential Calvin and Hobbes,179
1986-11-24,Something Under the Bed is Drooling,46
1986-11-24,The Essential Calvin and Hobbes,177
1986-11-25,Something Under the Bed is Drooling,46
1986-11-25,The Essential Calvin and Hobbes,177
1986-11-26,Something Under the Bed is Drooling,48
1986-11-26,The Essential Calvin and Hobbes,177
1986-11-27,Something Under the Bed is Drooling,48
1986-11-27,The Essential Calvin and Hobbes,178
1986-11-28,Something Under the Bed is Drooling,48
1986-11-28,The Essential Calvin and Hobbes,178
1986-11-29,Something Under the Bed is Drooling,52
1986-11-29,The Essential Calvin and Hobbes,178
1986-11-30,Something Under the Bed is Drooling,53
1986-11-30,The Essential Calvin and Hobbes,182
1986-12-01,Something Under the Bed is Drooling,50
1986-12-01,The Essential Calvin and Hobbes,180
1986-12-02,Something Under the Bed is Drooling,50
1986-12-02,The Essential Calvin and Hobbes,180
1986-12-03,Something Under the Bed is Drooling,50
1986-12-03,The Essential Calvin and Hobbes,180
1986-12-04,Something Under the Bed is Drooling,51
1986-12-04,The Essential Calvin and Hobbes,181
1986-12-05,Something Under the Bed is Drooling,51
1986-12-05,The Essential Calvin and Hobbes,181
1986-12-06,Something Under the Bed is Drooling,51
1986-12-06,The Essential Calvin and Hobbes,181
1986-12-07,Something Under the Bed is Drooling,56
1986-12-07,The Essential Calvin and Hobbes,185
1986-12-08,Something Under the Bed is Drooling,52
1986-12-08,The Essential Calvin and Hobbes,183
1986-12-09,Something Under the Bed is Drooling,52
1986-12-09,The Essential Calvin and Hobbes,183
1986-12-10,Something Under the Bed is Drooling,54
1986-12-10,The Essential Calvin and Hobbes,183
1986-12-11,Something Under the Bed is Drooling,54
1986-12-11,The Essential Calvin and Hobbes,184
1986-12-12,Something Under the Bed is Drooling,55
1986-12-12,The Essential Calvin and Hobbes,184
1986-12-13,Something Under the Bed is Drooling,55
1986-12-13,The Essential Calvin and Hobbes,184
1986-12-14,Something Under the Bed is Drooling,61
1986-12-14,The Essential Calvin and Hobbes,186
1986-12-15,Something Under the Bed is Drooling,55
1986-12-15,The Essential Calvin and Hobbes,187
1986-12-16,Something Under the Bed is Drooling,58
1986-12-16,The Essential Calvin and Hobbes,187
1986-12-17,Something Under the Bed is Drooling,57
1986-12-17,The Essential Calvin and Hobbes,188
1986-12-18,Something Under the Bed is Drooling,57
1986-12-18,The Essential Calvin and Hobbes,188
1986-12-19,Something Under the Bed is Drooling,57
1986-12-19,The Essential Calvin and Hobbes,188
1986-12-20,Something Under the Bed is Drooling,58
1986-12-20,The Essential Calvin and Hobbes,187
1986-12-21,Something Under the Bed is Drooling,62
1986-12-21,The Essential Calvin and Hobbes,189
1986-12-22,Something Under the Bed is Drooling,59
1986-12-22,The Essential Calvin and Hobbes,190
1986-12-23,Something Under the Bed is Drooling,59
1986-12-23,The Essential Calvin and Hobbes,190
1986-12-24,Something Under the Bed is Drooling,59
1986-12-24,The Essential Calvin and Hobbes,190
1986-12-25,Something Under the Bed is Drooling,60
1986-12-25,The Essential Calvin and Hobbes,191
1986-12-26,Something Under the Bed is Drooling,60
1986-12-26,The Essential Calvin and Hobbes,191
1986-12-27,Something Under the Bed is Drooling,60
1986-12-27,The Essential Calvin and Hobbes,191
1986-12-28,Something Under the Bed is Drooling,65
1986-12-28,The Essential Calvin and Hobbes,192
1986-12-29,Something Under the Bed is Drooling,63
1986-12-29,The Essential Calvin and Hobbes,193
1986-12-30,Something Under the Bed is Drooling,63
1986-12-30,The Essential Calvin and Hobbes,193
1986-12-31,Something Under the Bed is Drooling,63
1986-12-31,The Essential Calvin and Hobbes,193
1987-01-01,Something Under the Bed is Drooling,64
1987-01-01,The Essential Calvin and Hobbes,194
1987-01-02,Something Under the Bed is Drooling,64
1987-01-02,The Essential Calvin and Hobbes,194
1987-01-03,The Calvin and Hobbes Tenth Anniversary Book,53
1987-01-03,Something Under the Bed is Drooling,64
1987-01-03,The Essential Calvin and Hobbes,194
1987-01-04,Something Under the Bed is Drooling,68
1987-01-04,The Essential Calvin and Hobbes,195
1987-01-05,Something Under the Bed is Drooling,66
1987-01-05,The Essential Calvin and Hobbes,196
1987-01-06,Something Under the Bed is Drooling,66
1987-01-06,The Essential Calvin and Hobbes,196
1987-01-07,The Calvin and Hobbes Tenth Anniversary Book,43
1987-01-07,Something Under the Bed is Drooling,66
1987-01-07,The Essential Calvin and Hobbes,196
1987-01-08,Something Under the Bed is Drooling,67
1987-01-08,The Essential Calvin and Hobbes,197
1987-01-09,Something Under the Bed is Drooling,67
1987-01-09,The Essential Calvin and Hobbes,197
1987-01-10,Something Under the Bed is Drooling,67
1987-01-10,The Essential Calvin and Hobbes,197
1987-01-11,Something Under the Bed is Drooling,71
1987-01-11,The Essential Calvin and Hobbes,198
1987-01-12,Something Under the Bed is Drooling,69
1987-01-12,The Essential Calvin and Hobbes,199
1987-01-13,Something Under the Bed is Drooling,69
1987-01-13,The Essential Calvin and Hobbes,199
1987-01-14,Something Under the Bed is Drooling,69
1987-01-14,The Essential Calvin and Hobbes,199
1987-01-15,Something Under the Bed is Drooling,70
1987-01-15,The Essential Calvin and Hobbes,200
1987-01-16,Something Under the Bed is Drooling,70
1987-01-16,The Essential Calvin and Hobbes,200
1987-01-17,Something Under the Bed is Drooling,70
1987-01-17,The Essential Calvin and Hobbes,200
1987-01-18,The Calvin and Hobbes Tenth Anniversary Book,42
1987-01-18,Something Under the Bed is Drooling,72
1987-01-18,The Essential Calvin and Hobbes,201
1987-01-19,Something Under the Bed is Drooling,73
1987-01-19,The Essential Calvin and Hobbes,202
1987-01-20,Something Under the Bed is Drooling,73
1987-01-20,The Essential Calvin and Hobbes,202
1987-01-21,Something Under the Bed is Drooling,73
1987-01-21,The Essential Calvin and Hobbes,202
1987-01-22,Something Under the Bed is Drooling,74
1987-01-22,The Essential Calvin and Hobbes,203
1987-01-23,Something Under the Bed is Drooling,74
1987-01-23,The Essential Calvin and Hobbes,203
1987-01-24,Something Under the Bed is Drooling,74
1987-01-24,The Essential Calvin and Hobbes,203
1987-01-25,Something Under the Bed is Drooling,77
1987-01-25,The Essential Calvin and Hobbes,206
1987-01-26,Something Under the Bed is Drooling,75
1987-01-26,The Essential Calvin and Hobbes,204
1987-01-27,Something Under the Bed is Drooling,75
1987-01-27,The Essential Calvin and Hobbes,204
1987-01-28,Something Under the Bed is Drooling,75
1987-01-28,The Essential Calvin and Hobbes,204
1987-01-29,Something Under the Bed is Drooling,76
1987-01-29,The Essential Calvin and Hobbes,205
1987-01-30,Something Under the Bed is Drooling,76
1987-01-30,The Essential Calvin and Hobbes,205
1987-01-31,Something Under the Bed is Drooling,76
1987-01-31,The Essential Calvin and Hobbes,205
1987-02-01,Calvin and Hobbes: Sunday Pages 1985-1995,30
1987-02-01,Calvin and Hobbes: Sunday Pages 1985-1995,31
1987-02-01,The Calvin and Hobbes Tenth Anniversary Book,36
1987-02-01,Something Under the Bed is Drooling,80
1987-02-01,The Essential Calvin and Hobbes,209
1987-02-02,Something Under the Bed is Drooling,78
1987-02-02,The Essential Calvin and Hobbes,207
1987-02-03,Something Under the Bed is Drooling,78
1987-02-03,The Essential Calvin and Hobbes,207
1987-02-04,Something Under the Bed is Drooling,78
1987-02-04,The Essential Calvin and Hobbes,207
1987-02-05,Something Under the Bed is Drooling,79
1987-02-05,The Essential Calvin and Hobbes,208
1987-02-06,Something Under the Bed is Drooling,79
1987-02-06,The Essential Calvin and Hobbes,208
1987-02-07,Something Under the Bed is Drooling,81
1987-02-07,The Essential Calvin and Hobbes,208
1987-02-08,Something Under the Bed is Drooling,83
1987-02-08,The Essential Calvin and Hobbes,210
1987-02-09,Something Under the Bed is Drooling,81
1987-02-09,The Essential Calvin and Hobbes,211
1987-02-10,Something Under the Bed is Drooling,81
1987-02-10,The Essential Calvin and Hobbes,211
1987-02-11,Something Under the Bed is Drooling,82
1987-02-11,The Essential Calvin and Hobbes,211
1987-02-12,Something Under the Bed is Drooling,82
1987-02-12,The Essential Calvin and Hobbes,212
1987-02-13,Something Under the Bed is Drooling,82
1987-02-13,The Essential Calvin and Hobbes,212
1987-02-14,Something Under the Bed is Drooling,85
1987-02-14,The Essential Calvin and Hobbes,212
1987-02-15,Calvin and Hobbes: Sunday Pages 1985-1995,32
1987-02-15,Calvin and Hobbes: Sunday Pages 1985-1995,33
1987-02-15,The Calvin and Hobbes Tenth Anniversary Book,44
1987-02-15,Something Under the Bed is Drooling,84
1987-02-15,The Essential Calvin and Hobbes,213
1987-02-16,Something Under the Bed is Drooling,85
1987-02-16,The Essential Calvin and Hobbes,214
1987-02-17,Something Under the Bed is Drooling,85
1987-02-17,The Essential Calvin and Hobbes,214
1987-02-18,Something Under the Bed is Drooling,86
1987-02-18,The Essential Calvin and Hobbes,214
1987-02-19,Something Under the Bed is Drooling,86
1987-02-19,The Essential Calvin and Hobbes,215
1987-02-20,Something Under the Bed is Drooling,88
1987-02-20,The Essential Calvin and Hobbes,215
1987-02-21,Something Under the Bed is Drooling,88
1987-02-21,The Essential Calvin and Hobbes,215
1987-02-22,Something Under the Bed is Drooling,87
1987-02-22,The Essential Calvin and Hobbes,216
1987-02-23,Something Under the Bed is Drooling,89
1987-02-23,The Essential Calvin and Hobbes,217
1987-02-24,Something Under the Bed is Drooling,89
1987-02-24,The Essential Calvin and Hobbes,217
1987-02-25,Something Under the Bed is Drooling,89
1987-02-25,The Essential Calvin and Hobbes,217
1987-02-26,Something Under the Bed is Drooling,90
1987-02-26,The Essential Calvin and Hobbes,218
1987-02-27,Something Under the Bed is Drooling,90
1987-02-27,The Essential Calvin and Hobbes,218
1987-02-28,Something Under the Bed is Drooling,90
1987-02-28,The Essential Calvin and Hobbes,218
1987-03-01,Something Under the Bed is Drooling,91
1987-03-01,The Essential Calvin and Hobbes,219
1987-03-02,Something Under the Bed is Drooling,92
1987-03-02,The Essential Calvin and Hobbes,220
1987-03-03,Something Under the Bed is Drooling,92
1987-03-03,The Essential Calvin and Hobbes,220
1987-03-04,Something Under the Bed is Drooling,92
1987-03-04,The Essential Calvin and Hobbes,220
1987-03-05,Something Under the Bed is Drooling,93
1987-03-05,The Essential Calvin and Hobbes,221
1987-03-06,Something Under the Bed is Drooling,93
1987-03-06,The Essential Calvin and Hobbes,221
1987-03-07,Something Under the Bed is Drooling,119
1987-03-07,The Essential Calvin and Hobbes,221
1987-03-08,Something Under the Bed is Drooling,97
1987-03-08,The Essential Calvin and Hobbes,222
1987-03-09,The Calvin and Hobbes Tenth Anniversary Book,37
1987-03-09,Something Under the Bed is Drooling,94
1987-03-09,The Essential Calvin and Hobbes,223
1987-03-10,The Calvin and Hobbes Tenth Anniversary Book,38
1987-03-10,Something Under the Bed is Drooling,94
1987-03-10,The Essential Calvin and Hobbes,223
1987-03-11,The Calvin and Hobbes Tenth Anniversary Book,38
1987-03-11,Something Under the Bed is Drooling,94
1987-03-11,The Essential Calvin and Hobbes,223
1987-03-12,The Calvin and Hobbes Tenth Anniversary Book,39
1987-03-12,Something Under the Bed is Drooling,95
1987-03-12,The Essential Calvin and Hobbes,224
1987-03-13,The Calvin and Hobbes Tenth Anniversary Book,39
1987-03-13,Something Under the Bed is Drooling,95
1987-03-13,The Essential Calvin and Hobbes,224
1987-03-14,The Calvin and Hobbes Tenth Anniversary Book,40
1987-03-14,Something Under the Bed is Drooling,95
1987-03-14,The Essential Calvin and Hobbes,224
1987-03-15,Something Under the Bed is Drooling,98
1987-03-15,The Essential Calvin and Hobbes,226
1987-03-16,The Calvin and Hobbes Tenth Anniversary Book,40
